Date,PETR4,VALE3,ITUB4,BBAS3,EMBR3,B3SA3,CSMG3,RADL3,PRIO3,ELET3,HAPV3,RAIL3,EQTL3,LREN3,SBSP3,PSA3,ABEV3,WEGE3,RENT3,VIVT3
2022-02-01,31.450071113594653,59.38219930667062,27.369230102681254,31.4331774869497,16.7551616690012,11.992188852080748,19.674417751859597,29.86014133993414,27.138596759896412,41.98112332990631,9.901711709521441,16.74016654611692,27.17341372713373,33.225905552947026,37.53966862061229,17.37327035813952,15.336542944957605,35.274488673203,43.435469303392246,41.03571962066505
2022-02-02,30.910341320146102,60.15008751558438,27.546512684698538,31.131357740291058,16.68990852298,11.86067437626241,19.933781318309826,29.80987441046986,27.908161594843232,42.080983583697424,9.622407803653983,16.805135755779524,27.35909768635578,33.42608331307382,38.27978091770616,17.24449733721701,15.433040478533039,35.261721990380885,44.436986480077756,41.61505864412657
2022-02-03,30.832708603277343,60.34744167688053,26.94172765013048,31.23872843986166,16.567489935351105,12.007257316338803,19.869527966730338,29.940411181716186,28.019060099404083,42.02768213194933,9.829975026724828,16.35858275171733,28.008626093878142,34.07163277168195,38.99473128913381,17.356140913315468,15.262939183000322,35.08393747708035,45.185703524927284,41.56591004698984
2022-02-04,30.578411762238577,60.373853556770015,27.437468959802647,32.16451190888374,16.661883724198127,12.024125907273007,19.859886839178152,29.641349268741948,28.92587363355684,42.95077713129171,10.053020080897573,16.67023887082739,28.104020081793042,34.11618825649403,39.09214425701735,17.50647282573656,15.161150445953563,35.10635570310079,45.24485590027519,41.4770441174508
2022-02-07,31.180086130709093,59.18183195940869,28.54896429635288,32.33251108295726,16.96451465544003,11.808509570598604,20.03839070566764,30.052193307253876,28.973064911299588,42.726847470279424,10.039860550513836,16.379636084024543,28.49231925406542,33.68241809987046,38.25301333587226,17.52480278302191,15.065984482999758,34.42696704042001,44.533429724978106,39.76326055003236
2022-02-08,30.95632079231174,59.64139192925983,28.887769839859818,32.627562866931854,16.97073473247015,11.893089489534013,20.345050723239737,29.981539581997502,29.083972548946075,42.52369581630566,10.008935966382776,16.679060827899434,28.302350380003492,34.67741701809003,37.97320660569878,17.553137352894186,15.056478388850703,34.08843789665386,44.643075772938616,40.381292773031596
2022-02-09,31.644502117725832,60.091211580117054,28.912040216917493,31.333194036673895,17.17500735977279,12.072757251301258,20.309633444573397,29.918020782196326,29.085003122836245,43.04727735447334,10.14864553313277,16.675594591373116,28.991962482116236,35.227664366655794,38.08526861890917,17.546725706274476,14.881170432117521,34.37684452732118,45.50185124631872,41.197198799356
2022-02-10,31.495446865349756,61.299575139003714,27.995426493048413,31.192677103813633,17.52716549635118,12.083868389728629,20.26858930393031,30.463803478660527,29.26064791071927,43.7063652208127,10.3002368534762,17.004179951052972,28.126184757191485,35.12265831131167,38.25071054038928,17.188761069401362,14.549974058336169,33.73503464285329,46.17725666405098,41.633347019071344
2022-02-11,31.61587144354309,62.6662770331821,27.899939905004693,31.189144642346697,17.228086860734255,12.092871000952673,20.32780759156075,30.74846496020073,29.49263722490139,43.134869372007365,10.528154293423784,17.37215312772235,28.243591369874064,35.117954481517316,37.772783572282826,17.27577523018174,14.232161093454806,34.312200898551566,46.37231733022462,42.228110639952945
2022-02-14,31.644299447082552,63.32475181701396,27.00599040945279,32.22085110568857,17.54218597423944,12.079526715820647,20.67023928406038,29.932024162071468,29.680896157952173,43.62162557480235,10.838922725435303,17.195066998529036,27.968936340251833,34.70788872252815,37.364650378735554,17.416256200891706,14.044433186288098,34.43687044022296,46.44584358122179,40.895163775198064
2022-02-15,31.661453487770302,61.865092280530405,27.411718533761224,33.18598470211419,17.80845951916755,11.909206259805206,20.362945010767486,29.959073643831328,29.505763947657748,43.653437580373826,10.88977248151239,17.24940339384307,28.2966092902175,35.4716223656767,38.35366625996041,17.423092085341203,14.259718201675454,34.658613682315256,45.61751725259653,41.00920484637793
2022-02-16,31.227392676054457,60.62063682397971,28.298221743918692,33.27115234267547,17.71125692256291,12.096242606279818,20.004915917257364,29.3942168834103,29.120135348161206,43.83421912708172,10.524063250113096,17.496609651319368,27.964752600275236,35.16119223903491,37.29196533672839,17.504839314992683,14.354371870588887,34.56446878941956,44.884039346109404,39.992826176128304
2022-02-17,31.37180289565295,59.69231915302986,29.023407752607866,33.60698378773109,17.711798819543727,12.18350915863894,20.977506439816143,29.51040980392777,29.230917729866885,43.737607426788344,10.648995411612086,17.558196611352642,27.95381227375641,34.59932976801299,38.26879818218071,17.62752746415102,14.412119997834974,35.25847541231473,44.77001753423522,41.15609067992813
2022-02-18,31.53641458762705,59.976487245992054,29.15924980905301,33.5776337518681,17.61965035531821,12.172413853039716,20.9325643540276,29.776827073844085,29.64306804550215,43.788144091501565,10.598726948957657,17.9887411904821,28.13009605732556,34.588190494726696,37.655170110882594,18.122198103309046,14.441579196658202,35.50751902172143,46.20331048290172,40.37341665278878
2022-02-21,31.643607960881244,59.324517716094505,29.456799114710883,33.14561940114816,17.81719803990575,12.16698969040378,20.97185188865906,29.04651872060673,29.926951183603375,44.7043310978906,10.30693148705149,18.433893663975578,27.82954412825318,35.76597590219319,38.464355461004814,17.756645120177826,14.507429897634546,35.15539793010958,46.89094031230134,40.54858241127171
2022-02-22,31.904977899700665,60.48965027296588,29.17722551355979,33.16848089885138,17.691131961620336,12.1437029431059,20.27959390490266,29.60214260494931,29.563420920299162,45.164978973587374,10.435734466881305,18.350376596265953,27.871399557035367,34.149443026134236,38.80312893664297,17.920602343435444,14.16150031258955,34.79801606025124,47.46313484764334,40.619528132253016
2022-02-23,31.589896748367607,60.73265953002751,29.34367989246276,32.953705237436864,17.849201985944468,12.41267981802778,20.136041849624515,30.63659788603668,30.00561805945006,44.854269475060164,10.736682025253103,17.761891380346352,28.103372307881443,33.512422840818104,39.180556680963164,17.78674961631118,14.235113299146116,36.07715028132737,48.10859439061091,40.09766058986388
2022-02-24,31.484174605951903,61.08356073578076,29.510678463730862,33.16166159467839,18.179010108651788,12.361989512114313,20.092840582829172,30.883517909804475,29.888393780884954,44.72589391002821,10.651569414523538,17.760242155056595,28.000640094994434,33.98512378093703,39.29271289742257,18.459817344511077,14.168392536906667,35.7934846098227,49.58258639985517,39.55038717510267
2022-02-25,31.235240008921473,61.7808104504915,29.55632455964035,33.59072014755856,17.794932209565008,12.060963461132243,19.90177626033895,30.261348113719624,29.26964841596143,44.14577317278593,10.75439724044414,18.2194105547,27.811377708825262,34.20358022750312,40.40093981915654,18.594472011013966,14.120657578465785,35.50007009123304,49.84989585111095,39.95384890413912
2022-02-28,30.583885185692324,62.11569688855147,28.302581683240547,33.48071820166239,17.905950025245367,12.086640438038792,19.763909380470146,30.19467093094497,29.3183874042549,43.05324996828439,10.938743356653887,18.12733584618206,27.82362315538335,34.33156958552246,40.749926703656605,18.455594179325033,14.12754151769415,36.71572544514874,51.081337631104404,40.60224894434884
2022-03-01,30.738028153834822,60.88809799896689,28.473085820740305,34.18292305346891,17.903135081942498,12.245937275915859,19.706633618814895,30.38797327670127,28.81107765572689,42.757626392661535,11.004397850232083,17.99165745977201,28.51047725401376,34.40777187345304,40.75913704384413,18.76804157344404,14.212446291018175,36.37724548786439,50.08592146925843,40.9679894020973
2022-03-02,30.505012344697192,63.120085149635464,28.733294959298075,33.49708919579491,17.80551103799123,12.367191865228879,19.808949268812263,30.68847711031334,29.328466300368717,43.316016697599736,11.122623417424586,17.88165769483839,28.247234259901116,34.2727337198945,39.871116366564564,18.56461356657932,14.20099351172197,37.4173294565558,50.664531792073824,41.659109007494244
2022-03-03,30.487252588488914,64.50301280527623,28.40805070803565,33.51822326057186,17.919409414580503,12.29805511935721,20.10971030348222,31.031117008908545,29.452324128816567,43.761770182603804,11.078785844620361,18.08189742985297,28.602824964222705,34.52918402292706,40.192429011149194,18.578452660552607,13.919725025029576,37.29908811739546,50.52989047553687,41.4253071367898
2022-03-04,31.376207546099106,65.97370037815261,28.65048391614363,33.654720476037674,17.904209636224667,12.010215585859148,19.70768981380689,30.642167861143154,29.174078670320974,43.27977565139137,11.04174347558026,18.561938765745662,27.887040076547994,34.75797798761843,40.43980074213284,18.354414605770913,13.779621214188094,36.99333448945366,51.56682767083444,40.828652153460986
2022-03-07,31.479871750975565,65.29414496220994,29.078671091505086,32.5564136760638,17.570472828217397,12.379184020844484,19.303374846839375,30.38389624435437,29.008249300815244,44.780531970432094,11.034817689655842,17.936992899413312,27.56124955382385,34.65773824772983,40.19882355163536,18.810594102308542,13.802921443457143,37.33826134645381,53.94001047320985,40.21004163026636
2022-03-08,31.535014126870102,63.59983222327808,28.069728973537448,32.94211281929283,17.450042827835972,12.20178051211292,19.472233759728866,30.830844635834296,29.032870487540432,45.460925545709685,11.120126162028864,18.188412813161175,27.611546777347705,34.078162931620234,39.5425555250413,18.957612430968048,13.722529263376455,36.72766901997653,53.71306970398129,40.12416321506606
2022-03-09,31.977283450680467,62.25618810276115,28.52810741753479,33.39053660711412,17.45720337592111,12.225015943155226,19.52669171874028,32.60857664669712,28.884674932986385,45.14249793656853,11.147243091614474,18.016232730087324,27.921931577614245,33.748653564073955,39.63772265737737,19.016888958580143,13.913901769169408,36.99564055710956,53.99004324261095,40.0335091834721
2022-03-10,32.496265247526715,61.34237526420072,28.3023123949208,34.471386772890526,17.3046019772858,12.194740201340256,19.25687732007262,32.813982907692235,28.61361443385558,45.25616496484142,10.977199360632172,17.544883218160777,27.852907902027095,33.00754723070974,39.84405083353919,18.954741187837573,13.923300722660796,37.60926739462883,51.08986616020471,41.62643449325405
2022-03-11,33.26022683396581,62.16101724336972,27.765578629450584,34.45684987195629,17.024895069171627,12.076015418303996,18.82633403609204,32.84417154337746,29.38173104932821,45.407007767917584,10.860817436471123,17.871785473061397,27.96631113210815,33.26965050187215,39.685178753957885,18.51003905208454,14.29440813728267,37.41062926318035,51.712715509373595,41.32549676782564
2022-03-14,33.05553542497171,63.007178444703825,27.84091929026594,34.85650987297923,17.576032544060613,11.996513496087086,18.58421882824107,33.26215351747752,29.246181197098238,45.29386269275222,10.912375418724148,17.793080284080617,27.481403834273806,33.294183603477194,40.750048841977076,18.52649439770862,14.08969346305977,37.48578045999672,52.012847908621495,42.336660249454596
2022-03-15,33.82541752009965,64.38334496686034,27.46867809403906,35.289676583639555,17.91236243611034,11.798717035658017,18.58214608293425,34.37365291611454,29.054342404163744,46.34509471640774,10.942138263710188,17.615356675427464,27.176102232954893,33.73267967416687,41.1873724180623,18.432781634576482,14.08463554252595,38.32535872533174,52.16945362756248,43.80774156572631
2022-03-16,33.78288759846735,66.44485488138695,27.241931855345427,34.26456860124164,18.220901958913647,11.637709646917687,18.76453328588267,34.46812700670064,28.351527175687522,47.56270769318724,10.88534394852753,17.604592162349217,27.457336642393035,34.450958332902836,40.21312677177893,17.81331537063106,14.349680484144255,38.25814518988843,51.14864096304863,43.6714363796813
2022-03-17,33.30671171333532,66.98011511808284,26.76878918342593,34.46716595530315,18.258121715421467,11.544455507189555,19.071148805417995,32.91726461033479,28.590621384141787,47.649886972908625,10.966306682507295,17.306503804010774,27.52701771500745,34.43162126530291,39.65934505245999,18.240558890993775,14.399392989764875,38.876561796069204,49.100371810309106,43.754345503068336
2022-03-18,32.932263293338025,67.35715238762675,26.451983915267647,33.58367347738476,17.79788243263793,11.515115256510716,19.295421356241388,32.631079989040174,28.774389412947432,48.060044506212165,10.891913924206346,17.5171131469824,27.511100631687807,34.786866451032914,41.0450346787828,17.981558291557086,14.35201955573735,39.189384087220546,48.65917001484359,43.05121739689457
2022-03-21,33.408394761810165,67.03573769069897,25.90082432660844,33.77532824960237,17.7447624458998,11.922653655113562,18.97984946018074,32.23993578873595,29.05839476142327,48.42182868006866,11.204259602155757,17.319456056238067,27.016134134914388,34.66460387062248,41.35942816481195,17.677792139566183,14.200614083722643,39.32453084573479,48.83190775127351,43.634482660041535
2022-03-22,33.74428786816283,66.7415154474125,25.629718584675135,34.24291779940379,17.87612197077596,11.74202194612086,19.526205832025227,31.639504757664774,28.757087056037097,48.31296859970341,11.207482116210931,17.961328066626777,27.618246209435014,35.03521714085476,41.84916160923617,18.04893260348342,13.843374125456188,39.01506639988778,49.199238159481844,43.59902025259001
2022-03-23,34.30757796605241,65.66254430942088,25.148027389649783,34.42947998422658,17.784899135791843,11.927256342143268,19.743581958681904,30.862825640874362,29.363134940720556,47.61738619976255,11.744552378789319,18.16447415965945,28.14578113096963,34.441137473378255,41.48193758632652,18.16996521535151,13.93176353028974,39.175259737313496,49.33411327664574,44.669763278898486
2022-03-24,33.92489771039414,66.18180986660366,24.56808570375937,33.17424987681877,17.663598323939183,11.92958520360211,19.70402560498396,30.33295173075017,29.02711806786367,46.84884113505274,11.865314378914027,18.04485587862714,28.09917189577652,34.52033973952455,41.43846429181002,18.0035214507401,13.828069137153271,39.681718036452224,49.99963963920607,44.45343757117366
2022-03-25,33.79338471767909,66.51927167449665,25.006893149956603,34.08811661205674,17.7517775651429,11.849987242943143,19.649460471680264,31.80865529292585,28.66776667309168,47.125571348316896,11.646276191581864,18.005869619505873,28.302132073583746,34.36965116648348,41.25070978080786,18.310410272419286,13.924475651204501,39.39503249734308,50.38242973275791,43.12921344723336
2022-03-28,33.30048871634228,66.16139425276242,25.011990558334784,34.2928540992774,18.24769730896872,11.595460624188034,19.94192382011593,32.25782036720766,28.663594754287846,47.29738998035354,11.829239642380939,17.67954142792322,27.906519362230693,34.636806699658884,40.45157159191209,18.58115889355502,13.925462950635747,39.68128829676184,48.670368711207736,43.66350536741651
2022-03-29,32.4947603937335,65.42006624214801,25.187700749266618,34.94094196546886,18.33354934340639,11.572538182428511,19.80395952359191,32.41064794948186,28.64153853817299,47.37786822649364,11.76504273970792,17.878953498919998,28.197745378416403,34.74424677182265,39.46374867760269,18.401874351058026,14.015181162386531,39.62793732636681,49.04186085844053,44.0422698065318
2022-03-30,32.50026049969987,65.88599032785845,25.932816620313716,34.51995866279285,18.379392335335275,11.385138833240713,19.698191857933985,31.65100449541133,28.961516234141563,47.51890768195213,11.694629093509617,18.102291817412933,28.266651931368667,34.214250757824,39.24063675370035,18.501698149592162,13.998250362110666,39.76008551844732,50.5909817598471,43.936231100209916
2022-03-31,33.16798183624192,67.17670260812395,26.226987078202654,34.28925770108072,18.22976453976693,11.418240150638278,19.728357818674663,31.412019553268845,30.0183929018965,47.74728076479605,11.67816799095601,17.50655023069182,28.169555377802848,35.03160244317782,39.102899999560805,18.442696234713953,14.055013118320657,39.50058778280423,50.0919199602399,43.285046837985064
2022-04-01,33.6493188695189,67.28810581852196,26.233979101418644,35.63731522275166,18.605342394986497,11.463530214059624,20.190153871687873,31.63272319089431,30.18551525508636,47.55347934732589,12.031783812936224,17.565938676605832,27.477682648444343,35.12446915060343,38.508551991194146,18.605493307832443,14.202130745946024,39.82930898189223,49.04614980312824,43.697779498034606
2022-04-04,33.33467096937898,67.59750707279572,25.752399201342076,35.52439652846021,18.711148606476176,11.249931546447227,19.724329399653953,31.534827197961533,30.86353574634383,46.457746044145544,12.047252924217172,17.80485779191481,27.204200284368202,34.741928376535995,38.47391738718355,19.232804904296973,14.04820487310686,40.19789628912245,50.21095951741763,44.042905357106015
2022-04-05,33.84203225305176,67.0947037428749,26.103450526057888,35.26141154439186,18.73119517329729,11.426892406886612,20.041452092319776,31.43276813255543,31.251588658944083,45.246613909307456,11.871289151809977,18.11926995573398,26.698147031353354,35.13878053060194,38.0271460873407,19.050308027413475,13.590400601243132,40.540642013246185,51.188717926326454,44.7920645322448
2022-04-06,33.6103377330106,66.88538610670597,26.31754001066242,35.0371665229757,18.69229204866554,11.387609261891248,19.373042864487186,32.41347699170792,31.082330079630623,45.95704121672649,11.575561333671711,18.00624537273615,27.035704666095903,34.82544604131325,39.53819549714558,18.97091357193219,13.55120098254551,39.673772348011845,51.33846487112811,43.80980174930763
2022-04-07,33.75615445427969,66.61108490021859,26.786474912501134,35.69992666619019,18.5917567992261,11.383324118359816,19.084099090566397,33.26485160507428,30.498820142565403,46.005719446796995,11.431237975648814,17.82183783365188,26.83617414251909,34.30227829822291,38.86409172959136,18.95245173153174,13.704255459311753,39.998450515739336,51.45914265601505,45.37132980416581
2022-04-08,34.12323957790747,66.36811814845981,26.732395866336656,34.70147976703668,18.686779445455674,11.42295273394549,19.128517818543667,33.60277576999824,30.478479143267005,45.174623684929834,11.395778624247148,17.8353430125953,27.413339905745897,34.94513698291397,40.60108086038308,18.690348966679522,13.606265666619962,39.96988019593085,52.809802967942254,45.690963995989975
2022-04-11,33.96193687670936,65.82763400210331,26.56964357120455,34.51395596462798,19.224480036810622,11.353906527364718,19.42838626584034,32.62971720592311,30.050309706253707,44.6937343778241,11.297660757490705,18.099431515956642,27.594776986584286,35.272612714982536,40.6749135746475,18.95635845133103,13.540514339049244,39.406945014928155,51.784112989104045,45.78041611825403
2022-04-12,33.59884983373668,66.23830795607424,25.648116688160062,33.9715934300593,19.289572049761208,11.522678888678474,19.017211435217515,32.691927661025055,29.767776708072,44.976133081412016,11.309011314408457,18.270591124823245,27.356421303764552,34.809158764678365,40.95053703771798,19.570457858969725,13.818121231908428,39.123695800894566,53.616417298857755,47.007580803222545
2022-04-13,33.88840805933512,67.52962993105096,25.89249858691577,35.57917901605807,19.473589671316333,11.79581128021639,19.311572423905133,32.01050804668151,29.894710113937307,45.93258292180529,11.209434523352929,18.372898433506617,27.841193279641704,34.82569823651939,40.89118402928914,19.67975654361416,13.656852533020771,39.77869480118861,53.86716809119375,48.011865618774024
2022-04-14,33.826255376081335,66.64095781048721,25.2250066887336,36.30773425470376,19.34011904682191,11.827140863768454,19.681873854902655,31.57836560817969,29.747155744225303,46.68921709498421,11.207520631432615,18.310745686043486,28.303153166160218,35.47486861439421,41.12213991786383,19.223377342058544,13.729010853520204,40.26314935714358,54.06113908569433,45.564421314343825
2022-04-15,33.60522746895658,68.03812168971459,25.01192217966123,36.391502184269754,19.470733783616193,11.990970234983974,19.531136883396044,31.46886037976406,30.118307800376765,46.96359152361187,10.76334991839707,18.054888641057254,28.41182728141051,35.623364274444825,41.64835462924214,18.989719360390954,13.736963441781082,40.999533414935385,54.42542390973614,45.81226292303913
2022-04-18,33.88830058266959,67.67422577479225,25.216469430929187,36.56300380146305,19.17567729733927,12.333150002603526,19.430901714048353,31.6512991401076,29.37638858252768,47.2129564196552,11.053315220400954,17.58747122973944,27.757470592148994,35.93369424999228,41.664854271317814,19.352933293208142,13.626602015970056,40.735834269538,54.14639399401212,44.700281918301535
2022-04-19,33.81005652855335,67.34731051022851,25.23883076400685,36.42775141251413,19.58587589442804,12.466471719272004,19.364506828512614,32.22837687610736,28.936772423747215,46.50201585514267,10.801596023487605,17.73886716978671,28.022474138206675,35.95579398586092,41.629007001068715,19.38467926992449,13.446750087160353,40.266649278645225,56.02598054428077,44.98848941348501
2022-04-20,33.98702281319041,65.30671770954314,25.19000247195482,36.15184103690395,19.5137572569359,12.43658866147121,18.76788808994158,30.81965311498697,29.969322509831148,46.64827742423027,10.767403545122368,17.60746644949612,28.3382297825069,36.384657730726104,41.850390807787456,19.220204411182838,13.429909629227412,39.94509555562653,56.5615226221779,43.46744334395453
2022-04-21,33.58938407878221,63.085264166211935,25.37230801583386,36.05847211360873,19.69885056721753,12.66854430079829,19.52449269170089,31.212223571936352,30.351437486705084,46.28515614562792,10.737241845511075,17.709567643479804,28.561922363815427,37.300815732516426,42.116638429443526,18.701691246290427,13.154753309394335,39.80949053234985,55.18406831431339,43.44120023554016
2022-04-22,33.9106382558078,63.7914927338934,24.61117971560336,37.26502123010299,19.793520489348474,12.707397462698124,19.684228735960343,30.846934021054874,30.501281668932123,46.34010191058256,10.764664733365718,18.579153099648714,28.281178395559195,37.669736582964696,42.94209572012907,19.01179656774889,12.981210046955178,40.65899913539822,54.84120594141622,43.99426760258663
2022-04-25,33.521892765016126,62.82089345626712,24.621537548295336,37.08210978868925,20.2191309759756,12.686420171708875,19.26546618255674,30.80313150743087,30.811232623518197,45.29801013297568,10.893330308161442,18.12880086054197,27.83561409337383,37.5958982016019,44.363687389348456,19.305292158969053,13.00528588439822,41.15116357595041,54.388370790481,44.40596048456427
2022-04-26,33.37265350498647,63.58844222377062,25.14231565604714,36.9170153943937,20.436818606398575,12.43556499583915,19.443930816980846,30.262734891092016,30.307869259665555,45.57232019498523,10.911556895528951,18.579569313162562,27.31003255537531,37.46961049849458,43.88482876127965,19.46313753377216,12.9520154137826,40.7883692694645,55.3076233854331,45.11289124411145
